# storageWriters: reviewed rows for ClaimSemanticsPlayground.sol; regenerate with 'pnpm semantic --update', then check the diff
ClaimSemanticsPlayground.sol:ClaimSemanticsPlayground	ClaimSemanticsPlayground.sol:ClaimSemanticsPlayground.guardian	1	constructor
ClaimSemanticsPlayground.sol:ClaimSemanticsPlayground	ClaimSemanticsPlayground.sol:ClaimSemanticsPlayground.open	1	ClaimSemanticsPlayground.sol:ClaimSemanticsPlayground.setOpen(bool)
ClaimSemanticsPlayground.sol:ClaimSemanticsPlayground	ClaimSemanticsPlayground.sol:ClaimSemanticsPlayground.owner	0	constructor
ClaimSemanticsPlayground.sol:ClaimSemanticsPlayground	ClaimSemanticsPlayground.sol:ClaimSemanticsPlayground.value	2	ClaimSemanticsPlayground.sol:ClaimSemanticsPlayground.conditionalGuard(bool,uint256)
ClaimSemanticsPlayground.sol:ClaimSemanticsPlayground	ClaimSemanticsPlayground.sol:ClaimSemanticsPlayground.value	2	ClaimSemanticsPlayground.sol:ClaimSemanticsPlayground.deadWrite(uint256)
ClaimSemanticsPlayground.sol:ClaimSemanticsPlayground	ClaimSemanticsPlayground.sol:ClaimSemanticsPlayground.value	2	ClaimSemanticsPlayground.sol:ClaimSemanticsPlayground.guardAfterWrite(uint256)
ClaimSemanticsPlayground.sol:ClaimSemanticsPlayground	ClaimSemanticsPlayground.sol:ClaimSemanticsPlayground.value	2	ClaimSemanticsPlayground.sol:ClaimSemanticsPlayground.openOrOwner(uint256)
ClaimSemanticsPlayground.sol:ClaimSemanticsPlayground	ClaimSemanticsPlayground.sol:ClaimSemanticsPlayground.value	2	ClaimSemanticsPlayground.sol:ClaimSemanticsPlayground.ownerOrGuardian(bool,uint256)
ClaimSemanticsPlayground.sol:ClaimSemanticsPlayground	ClaimSemanticsPlayground.sol:ClaimSemanticsPlayground.value	2	ClaimSemanticsPlayground.sol:ClaimSemanticsPlayground.ownerWrite(uint256)
ClaimSemanticsPlayground.sol:ClaimSemanticsPlayground	ClaimSemanticsPlayground.sol:ClaimSemanticsPlayground.value	2	ClaimSemanticsPlayground.sol:ClaimSemanticsPlayground.returnAfterWrite(uint256)
ClaimSemanticsPlayground.sol:ClaimSemanticsPlayground	ClaimSemanticsPlayground.sol:ClaimSemanticsPlayground.value	2	ClaimSemanticsPlayground.sol:ClaimSemanticsPlayground.returnBeforeWrite(uint256)
ClaimSemanticsPlayground.sol:ClaimSemanticsPlayground	ClaimSemanticsPlayground.sol:ClaimSemanticsPlayground.value	2	ClaimSemanticsPlayground.sol:ClaimSemanticsPlayground.unguardedWrite(uint256)
