# findings: reviewed rows for ReviewCases.sol; regenerate with 'pnpm semantic --update', then check the diff
ReviewCases.sol:ReviewCases	ReviewCases.sol:ReviewCases.adminWrite(uint256)	ReviewCases.sol:ReviewCases.value	always-checked	sender check `!hasRole(role, account)` runs on every completing execution	guaranteed	47
ReviewCases.sol:ReviewCases	ReviewCases.sol:ReviewCases.checkThenReturn(uint256,bool)	ReviewCases.sol:ReviewCases.value	always-checked	sender check `msg.sender == guardian` runs on every completing execution	guaranteed	99
ReviewCases.sol:ReviewCases	ReviewCases.sol:ReviewCases.conditionalGuard(bool,uint256)	ReviewCases.sol:ReviewCases.value	caller-selectable	sender check `msg.sender == guardian` runs only inside `if (enforce)` with no else; `enforce` is a parameter of this function, so the caller decides whether the check runs	structural	117
ReviewCases.sol:ReviewCases	ReviewCases.sol:ReviewCases.earlyReturn(bool)	ReviewCases.sol:ReviewCases.value	no-check	no sender check found: no require/assert/if on msg.sender (or on a getter returning it) in the function, its modifiers, or anything it calls	heuristic	0
ReviewCases.sol:ReviewCases	ReviewCases.sol:ReviewCases.notOwner(uint256)	ReviewCases.sol:ReviewCases.value	always-checked	sender check `msg.sender != guardian` runs on every completing execution	guaranteed	67
ReviewCases.sol:ReviewCases	ReviewCases.sol:ReviewCases.ownerWrite(uint256)	ReviewCases.sol:ReviewCases.value	always-checked	sender check `owner() == _msgSender()` runs on every completing execution	guaranteed	25
ReviewCases.sol:ReviewCases	ReviewCases.sol:ReviewCases.pointerWrite()	ReviewCases.sol:ReviewCases.value	no-check	no sender check found: no require/assert/if on msg.sender (or on a getter returning it) in the function, its modifiers, or anything it calls	heuristic	0
ReviewCases.sol:ReviewCases	ReviewCases.sol:ReviewCases.returnThenCheck(uint256,bool)	ReviewCases.sol:ReviewCases.value	check-after-return	sender check `msg.sender == guardian` is straight-line but comes after the `return` at line 93, which can leave the function before the check	structural	94
ReviewCases.sol:ReviewCases	ReviewCases.sol:ReviewCases.viaParam()	ReviewCases.sol:ReviewCases.value	no-check	no sender check found: no require/assert/if on msg.sender (or on a getter returning it) in the function, its modifiers, or anything it calls	heuristic	0
ReviewCases.sol:Sealed	ReviewCases.sol:Locked.set(uint256)	ReviewCases.sol:Locked.value	always-checked	sender check `msg.sender == keeper` runs on every completing execution	guaranteed	131
ReviewCases.sol:Unlocked	ReviewCases.sol:Locked.set(uint256)	ReviewCases.sol:Locked.value	no-check	no sender check found: no require/assert/if on msg.sender (or on a getter returning it) in the function, its modifiers, or anything it calls	heuristic	0
